last_season,current_club_id,country_of_citizenship,sub_position,foot,height_in_cm,agent_name,current_club_domestic_competition_id,highest_market_value_in_eur,valor_real,edad,contrato_restante,convocado,tempo_2018_titu,tempo_2019_titu,tempo_2020_titu,tempo_2021_titu,tempo_2022_titu,tempo_2023_titu,tempo_2024_titu,capitanias,temporada_2018_g,temporada_2019_g,temporada_2020_g,temporada_2021_g,temporada_2022_g,temporada_2023_g,temporada_2024_g,goles,asistencias,cambios,amarillas,club_id,stadium_seats,temporada_2018_a,temporada_2019_a,temporada_2020_a,temporada_2021_a,temporada_2022_a,temporada_2023_a,temporada_2024_a,jerarquia_rondas_CL,jerarquia_rondas_EL,jugador_ofensivo,efectividad
2023,1148,England,Right Winger,,180.0,Two Touch Agency,GB1,,648574.0524843043,18.0,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,,1148,17250,,,,,,,,,,1,
2023,6574,Italy,Centre-Back,right,188.0,TMP SOCCER srl ,IT1,,378334.8639491775,19.0,2.0,,,,,,,,,,,,,,,,,,,,,6574,21584,,,,,,,,,,0,
2024,150,Brazil,Centre-Back,left,188.0,LINK SPORTS,ES1,13000000.0,9196647.666262234,22.0,1.0,10.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,,150,60721,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0,0.3
2021,618,France,Right Winger,right,168.0,,FR1,2500000.0,420588.50091752596,18.0,2.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,618,41965,,,,,,,,,,1,
2023,1148,Scotland,Goalkeeper,right,190.0,David Moss,GB1,,108095.67541405071,19.0,,3.0,,,,,,,,,,,,,,,,,,,,1148,17250,,,,,,,,,,0,
2023,3709,Spain,Central Midfield,right,184.0,,ES1,,108095.67541405071,21.0,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3709,16800,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0,
2023,3911,France,Left Winger,left,189.0,Kemari,FR1,,5404783.770702536,24.0,4.0,102.0,0.0,0.0,6.0,11.0,11.0,18.0,2.0,,0.0,0.0,0.0,6.0,3.0,10.0,1.0,20.0,9.0,55.0,,3911,15220,0.0,0.0,2.0,2.0,1.0,4.0,0.0,,,1,0.28431372549019607
2023,347,Senegal,Centre-Back,right,187.0,World Elites,FR1,500000.0,324287.02624215215,23.0,2.0,6.0,,,,,,,,,,,,,,,,,,1.0,,347,28786,,,,,,,,,,0,
2022,1531,,Left-Back,left,172.0,PRI Sports,ES1,2500000.0,2345053.0163916294,21.0,5.0,31.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,,1531,31388,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0,0.0967741935483871
2021,1421,Algeria,Attacking Midfield,left,169.0,Playeleven,FR1,4500000.0,2403362.8623858625,22.0,2.0,38.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,18.0,,1421,20519,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,1,0.13157894736842105
2021,940,Spain,Centre-Back,right,183.0,YOU FIRST,ES1,,360504.4293578794,20.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,940,24870,,,,,,,,,,0,
2021,1390,Bosnia-Herzegovina,Goalkeeper,,194.0,,IT1,,90126.10733946985,16.0,,4.0,,,,,,,,,,,,,,,,,,,,1390,16365,,,,,,,,,,0,
2021,40,Mali,Central Midfield,right,174.0,SEG,FR1,,961345.1449543451,18.0,4.0,22.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,5.0,,40,42115,,,,,,,,,,0,
2024,506,Sweden,Left-Back,left,183.0,,IT1,,2043699.4813916076,19.0,4.0,,,,,,,,,,,,,,,,,,,1.0,,506,41507,,,,,,,,,,0,
2023,2036,Kosovo,Centre-Forward,both,198.0,ROGON,L1,,108095.67541405071,19.0,,,,,,,,,,,,,,,,,,,,,,2036,15000,,,,,,,,,,1,
2023,1148,England,Goalkeeper,right,183.0,,GB1,,864765.4033124057,19.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,1148,17250,,,,,,,,,,0,
2023,13,Spain,Right-Back,right,180.0,Gol International,ES1,,540478.3770702536,17.0,3.0,,,,,,,,,,,,,,,,,,,,,13,70460,,,,,,,,,,0,
2024,5,Spain,Right-Back,right,177.0,YOU FIRST,IT1,,10218497.406958038,18.0,4.0,8.0,,,,,,,,,,,,,,,,,,2.0,,5,75923,,,,,,,,,,0,
2024,410,Spain,Centre-Forward,right,182.0,YOU FIRST,IT1,,2554624.3517395095,18.0,4.0,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,410,25144,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,0.6666666666666666
2021,24,Spain,Centre-Forward,,173.0,ROOF,L1,,360504.4293578794,15.0,,,,,,,,,,,,,,,,,,,,,,24,58000,,,,,,,,,,1,
2023,60,Finland,Goalkeeper,both,196.0,GROW,L1,,432382.70165620284,17.0,3.0,,,,,,,,,,,,,,,,,,,,,60,34700,,,,,,,,,,0,
2022,11,England,Centre-Forward,right,180.0,,GB1,,351757.9524587444,18.0,,2.0,,,,,,,,,,,,,,,,,,,,11,60704,,,,,,,,,,1,
2022,23826,United States,Attacking Midfield,right,180.0,YMU Management Ltd.,L1,3500000.0,2345053.0163916294,18.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,23826,47069,,,,,,,,,,1,
2024,543,Portugal,Left Winger,left,169.0,CMG Sports,GB1,10000000.0,8174797.92556643,19.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,17.0,,543,31750,0.0,0.0,0.0,0.0,0.0,4.0,2.0,,,1,1.0
2024,12321,Colombia,Central Midfield,right,186.0,Jose Levis Manager,ES1,4000000.0,3576474.0924353134,19.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,1.0,5.0,,12321,14624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,
2021,405,England,Centre-Forward,,190.0,,GB1,,240336.28623858627,18.0,1.0,13.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,,,,,,,,,,1.0,,405,42918,,,,,,,,,,1,
2024,416,Türkiye,Central Midfield,right,175.0,FutureBall,IT1,4500000.0,2554624.3517395095,19.0,2.0,58.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,10.0,,416,28177,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0,0.06896551724137931
2024,368,Belgium,Attacking Midfield,right,171.0,Stirr Associates,ES1,,2554624.3517395095,18.0,4.0,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,368,43883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,0.4
2024,281,England,Attacking Midfield,left,193.0,SEG,GB1,,7152948.184870627,18.0,4.0,1.0,,,,,,,,,,,,,,,,,,2.0,,281,55097,,,,,,,,,,1,
2023,405,England,Left-Back,left,185.0,Jason Mac,GB1,,2161913.5082810144,17.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,405,42918,,,,,,,,,,0,
2023,244,France,Right-Back,right,178.0,Sport Trust,FR1,250000.0,108095.67541405071,18.0,,1.0,,,,,,,,,,,,,,,,,,,,244,67394,,,,,,,,,,0,
2022,583,France,Centre-Back,right,184.0,,FR1,,293131.62704895367,17.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,583,48583,,,,,,,,,,0,
2024,290,France,Central Midfield,right,183.0,Cracksman,FR1,,4087398.962783215,19.0,4.0,13.0,,,,,,,,,,,,,,,,,,4.0,,290,18541,,,,,,,,,,0,
2021,347,France,Right-Back,right,176.0,ROGON,FR1,2000000.0,1201681.4311929313,16.0,5.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,,,1.0,8.0,,347,28786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0,
2023,1041,Tunisia,Central Midfield,right,170.0,,FR1,500000.0,324287.02624215215,18.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,1041,59186,,,,,,,,,,0,
2022,667,France,Goalkeeper,right,193.0,Carmenta,FR1,,175878.9762293722,17.0,2.0,27.0,,,,,,,,,,,,,,,,,,,,667,26109,,,,,,,,,,0,
2022,969,,Right-Back,right,183.0,Wasserman,FR1,,175878.9762293722,17.0,,1.0,,,,,,,,,,,,,,,,,,,,969,22000,,,,,,,,,,0,
2021,1041,France,Left-Back,left,177.0,Goal Pro Management,FR1,500000.0,480672.57247717254,17.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,1041,59186,,,,,,,,,,0,
2024,290,France,Defensive Midfield,right,177.0,ESN,FR1,200000.0,153277.46110437057,19.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,290,18541,,,,,,,,,,0,
2023,1041,France,Central Midfield,right,166.0,,FR1,2000000.0,1621435.1312107607,18.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,1041,59186,,,,,,,,,,0,
2023,350,Scotland,Centre-Back,both,189.0,Deadline Day Soccer ,GB1,,108095.67541405071,17.0,3.0,,,,,,,,,,,,,,,,,,,,,350,32702,,,,,,,,,,0,
2023,3302,Brazil,Centre-Back,right,182.0,Bertolucci Sports,ES1,8000000.0,2161913.5082810144,18.0,5.0,29.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,3302,18331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,0.06896551724137931
2024,873,Brazil,Attacking Midfield,right,184.0,LIFEPRO,GB1,15000000.0,10218497.406958038,19.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,1.0,2.0,,873,25486,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,
2021,1082,Portugal,Centre-Forward,right,180.0,Fernando Couto,FR1,,360504.4293578794,17.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1082,50186,,,,,,,,,,1,
2024,80,Germany,Defensive Midfield,right,172.0,ROOF Talents,L1,,204369.94813916076,19.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,80,26000,,,,,,,,,,0,
2024,398,Germany,Attacking Midfield,right,176.0,,IT1,,4087398.962783215,18.0,1.0,18.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,7.0,,398,70634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,0.16666666666666666
2024,27,Germany,Centre-Back,right,188.0,11WINS,L1,,510924.8703479019,18.0,2.0,,,,,,,,,,,,,,,,,,,,,27,75000,,,,,,,,,,0,
2023,24,Germany,Right-Back,right,180.0,CAA Stellar,L1,,1080956.7541405072,17.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,24,58000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,
2023,1041,France,Goalkeeper,left,188.0,,FR1,,432382.70165620284,18.0,2.0,,,,,,,,,,,,,,,,,,,,,1041,59186,,,,,,,,,,0,
2022,1041,France,Centre-Forward,right,192.0,Darren Dein,FR1,,175878.9762293722,18.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,1041,59186,,,,,,,,,,1,
2021,1041,France,Centre-Forward,right,171.0,,FR1,,240336.28623858627,17.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1041,59186,,,,,,,,,,1,
2024,89,Germany,Left Winger,right,172.0,MGSC,L1,50000.0,25546.243517395094,19.0,1.0,,,,,,,,,,,,,,,,,,,,,89,22012,,,,,,,,,,1,
2023,162,Algeria,Right-Back,right,171.0,Supernova Management,FR1,150000.0,108095.67541405071,19.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,162,18525,,,,,,,,,,0,
2024,162,France,Central Midfield,right,173.0,,FR1,2000000.0,1532774.6110437056,19.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,,162,18525,,,,,,,,,,0,
2024,162,France,Defensive Midfield,right,190.0,,FR1,,12262196.888349645,20.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,8.0,,162,18525,,,,,,,,,,0,
2024,703,Paraguay,Left Winger,right,179.0,Osvaldo Daniel Campo,GB1,,13284046.62904545,24.0,5.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,,703,30404,,,,,,,,,,1,
2024,276,France,Centre-Back,left,189.0,Pearl Agency,IT1,,919664.7666262235,21.0,1.0,15.0,,,,,,,,,,,,,,,,,,1.0,,276,39211,,,,,,,,,,0,
2024,162,France,Goalkeeper,right,194.0,,FR1,,204369.94813916076,20.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,162,18525,,,,,,,,,,0,
2023,749,Italy,Centre-Back,right,193.0,,IT1,,1080956.7541405072,18.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,749,19847,,,,,,,,,,0,
2023,398,Italy,Attacking Midfield,both,171.0,MCI,IT1,,54047.837707025355,18.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,398,70634,,,,,,,,,,1,
2023,931,Colombia,Right-Back,right,175.0,CAA Stellar,GB1,,270239.1885351268,19.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,931,29589,,,,,,,,,,0,
2023,1132,Italy,Left Winger,right,175.0,CAA Stellar,GB1,,7566697.27898355,18.0,4.0,12.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,12.0,,1132,21994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,1,0.25
2023,11,Portugal,Central Midfield,right,178.0,CAA Base Ltd,GB1,,216191.35082810142,19.0,,5.0,,,,,,,,,,,,,,,,,,,,11,60704,,,,,,,,,,0,
2023,350,England,Central Midfield,right,173.0,CAA Base Ltd,GB1,,216191.35082810142,18.0,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,,350,32702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,
2022,703,England,Central Midfield,right,178.0,Raps Management,GB1,,175878.9762293722,18.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1.0,1.0,,703,30404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0,
2024,180,Ghana,Left Winger,right,175.0,,GB1,22000000.0,13284046.62904545,21.0,3.0,90.0,0.0,0.0,15.0,20.0,4.0,10.0,1.0,,0.0,0.0,5.0,5.0,1.0,2.0,0.0,13.0,12.0,30.0,4.0,180,32384,0.0,0.0,3.0,5.0,2.0,1.0,1.0,,,1,0.2777777777777778
2020,350,England,Centre-Back,right,184.0,,GB1,,300981.95802638726,17.0,,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,350,32702,,,,,,,,,,0,
2023,350,England,Central Midfield,left,180.0,CAA Base Ltd,GB1,,2702391.885351268,19.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,14.0,,350,32702,,,,,,,,,,0,
2024,989,Canada,Centre-Forward,right,190.0,Cassius Sports,GB1,,4087398.962783215,20.0,4.0,12.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,,5.0,,989,11307,,,,,,,,,,1,
2020,350,England,Central Midfield,right,176.0,,GB1,,300981.95802638726,18.0,2.0,13.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,5.0,,350,32702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0,0.23076923076923078
2023,6574,Italy,Attacking Midfield,left,187.0,CT10 management Srl,IT1,5000000.0,4864305.3936322825,19.0,5.0,67.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,12.0,,6574,21584,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,1,0.07462686567164178
2020,2687,Spain,Right Winger,right,170.0,RSWORLDWIDE,ES1,,180589.17481583238,21.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,2687,21094,,,,,,,,,,1,
2024,873,Northern Ireland,Central Midfield,left,184.0,,GB1,,3065549.222087411,20.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,3.0,,873,25486,,,,,,,,,,0,
2022,281,Northern Ireland,Defensive Midfield,right,189.0,,GB1,,11725265.081958147,18.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,1.0,,281,55097,,,,,,,,,,0,
2024,269,Germany,Left Midfield,left,191.0,ROOF Talents,L1,,102184.97406958038,19.0,2.0,,,,,,,,,,,,,,,,,,,,,269,15034,,,,,,,,,,0,
2022,79,Australia,Centre-Forward,right,181.0,,L1,400000.0,351757.9524587444,20.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,79,60449,,,,,,,,,,1,
2023,276,Argentina,Centre-Forward,right,185.0,Nauru BR,IT1,1300000.0,486430.53936322825,23.0,4.0,3.0,,,,,,,,,,,,,,,,,,1.0,,276,39211,,,,,,,,,,1,
2022,3524,France,Left Winger,right,178.0,,FR1,900000.0,938021.2065566517,21.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,3524,10800,,,,,,,,,,1,
2024,276,Sweden,Centre-Forward,right,188.0,,IT1,9000000.0,4087398.962783215,22.0,1.0,61.0,0.0,0.0,1.0,0.0,25.0,12.0,0.0,,0.0,0.0,0.0,0.0,8.0,3.0,3.0,14.0,8.0,22.0,,276,39211,0.0,0.0,0.0,0.0,6.0,2.0,0.0,,,1,0.36065573770491804
2023,506,Belgium,Central Midfield,left,184.0,Christophe Henrotay,IT1,,3242870.2624215214,17.0,3.0,9.0,,,,,,,,,,,,,,,,,,1.0,,506,41507,,,,,,,,,,0,
2024,1047,The Gambia,Left Winger,right,182.0,SBS Consulting,IT1,,5109248.703479019,22.0,4.0,62.0,0.0,0.0,0.0,5.0,17.0,16.0,2.0,,0.0,0.0,0.0,0.0,4.0,6.0,1.0,11.0,13.0,37.0,,1047,13602,0.0,0.0,0.0,0.0,5.0,5.0,3.0,,,1,0.3870967741935484
2023,995,Algeria,Left-Back,left,185.0,ROGON,FR1,,2161913.5082810144,19.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,,995,35322,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0,0.10526315789473684
2024,417,France,Right Midfield,both,178.0,SAS ASSIST & GOAL,FR1,,3065549.222087411,20.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,,417,36178,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0,0.4444444444444444
2023,1237,Tunisia,Central Midfield,right,180.0,SPOCS Global Sports,GB1,,270239.1885351268,19.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,1237,31876,,,,,,,,,,0,
2024,738,Guadeloupe,Right Winger,right,178.0,ND SPORTS MANAGEMENT,FR1,,3576474.0924353134,22.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,22.0,,738,25178,0.0,0.0,0.0,0.0,0.0,3.0,4.0,,,1,1.1428571428571428
2020,995,France,Goalkeeper,right,186.0,AGJ SP MGMT,FR1,150000.0,120392.78321055492,20.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,995,35322,,,,,,,,,,0,
2024,940,Sweden,Left Winger,right,187.0,Nordic Sky,ES1,,5109248.703479019,19.0,3.0,52.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,7.0,9.0,4.0,15.0,2.0,940,24870,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,1,0.25
2023,1158,France,Left Midfield,right,170.0,Ltma Consulting,FR1,3000000.0,2161913.5082810144,20.0,4.0,51.0,0.0,0.0,0.0,0.0,9.0,6.0,8.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,16.0,,1158,16787,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,0,0.11764705882352941
2023,368,Spain,Goalkeeper,left,187.0,YOU FIRST,ES1,,324287.02624215215,19.0,4.0,53.0,,,,,,,,,,,,,,,,,,,,368,43883,,,,,,,,,,0,
2024,368,Spain,Centre-Back,left,188.0,YOU FIRST,ES1,10000000.0,8174797.92556643,21.0,5.0,45.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,7.0,,368,43883,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,0,0.15555555555555556
2024,368,Spain,Central Midfield,left,178.0,YOU FIRST,ES1,,1532774.6110437056,19.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,3.0,,368,43883,,,,,,,,,,0,
2020,1082,Central African Republic,Centre-Forward,,184.0,BS Group - BS Law,FR1,,300981.95802638726,18.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,1082,50186,,,,,,,,,,1,
2023,368,Spain,Left-Back,left,182.0,Wasserman,ES1,,216191.35082810142,19.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,1.0,,368,43883,,,,,,,,,,0,
2023,368,Spain,Goalkeeper,,184.0,380amk,ES1,,108095.67541405071,20.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,368,43883,,,,,,,,,,0,
2024,738,Senegal,Centre-Back,right,189.0,,FR1,,10218497.406958038,21.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,3.0,,738,25178,,,,,,,,,,0,
2020,79,Guinea,Right Winger,right,178.0,World Elites,L1,500000.0,30098.19580263873,17.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,79,60449,,,,,,,,,,1,
2021,1420,France,Centre-Back,right,187.0,,FR1,,180252.2146789397,18.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,1420,19350,,,,,,,,,,0,
2023,3302,Argentina,Right Winger,left,169.0,LIAN Sports Group,ES1,,5404783.770702536,18.0,2.0,99.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,,10.0,1.0,3302,18331,,,,,,,,,,1,
2024,738,France,Centre-Forward,left,188.0,EDTE SMA,FR1,800000.0,613109.8444174823,19.0,3.0,,,,,,,,,,,,,,,,,,,2.0,,738,25178,,,,,,,,,,1,
2022,826,France,Left-Back,left,173.0,PSM,FR1,1500000.0,1172526.5081958147,21.0,3.0,69.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,,,,,,,,,,,6.0,,826,38223,,,,,,,,,,0,
2022,995,France,Attacking Midfield,both,180.0,Wilders Sport,FR1,400000.0,351757.9524587444,19.0,2.0,16.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,,995,35322,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,1,0.25
2023,162,France,Left-Back,left,176.0,Kemari,FR1,,216191.35082810142,18.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,162,18525,,,,,,,,,,0,
2023,6574,Netherlands,Centre-Back,right,188.0,SEG,IT1,,162143.51312107607,18.0,3.0,,,,,,,,,,,,,,,,,,,,,6574,21584,,,,,,,,,,0,
2023,380,Argentina,Centre-Back,left,184.0,,IT1,,3783348.639491775,20.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,1.0,,380,29739,,,,,,,,,,0,
2023,276,Spain,Defensive Midfield,right,184.0,,IT1,,81071.75656053804,18.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,276,39211,,,,,,,,,,0,
2024,3911,Senegal,Left Winger,right,188.0,PSM,FR1,11000000.0,10218497.406958038,22.0,1.0,50.0,0.0,0.0,4.0,6.0,7.0,12.0,0.0,,0.0,0.0,0.0,1.0,0.0,19.0,8.0,28.0,7.0,34.0,2.0,3911,15220,0.0,0.0,0.0,1.0,0.0,5.0,1.0,,,1,0.7
2024,167,Germany,Attacking Midfield,both,183.0,DW Sports Management,L1,,5109248.703479019,18.0,3.0,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,167,30660,,,,,,,,,,1,
2023,46,Serbia,Defensive Midfield,right,185.0,Roc Nation Sports,IT1,,1080956.7541405072,17.0,2.0,20.0,,,,,,,,,,,,,,,,,,,,46,75923,,,,,,,,,,0,
2020,3911,France,Defensive Midfield,right,187.0,ASR SPORT,FR1,350000.0,331080.153829026,20.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,2.0,,3911,15220,,,,,,,,,,0,
2021,3911,Comoros,Left Winger,both,178.0,ASR SPORT,FR1,,1201681.4311929313,20.0,2.0,27.0,,,,,,,,,,,,,,,,,,,,3911,15220,,,,,,,,,,1,
2024,1050,France,Centre-Back,right,192.0,Darren Dein,ES1,5000000.0,4087398.962783215,19.0,5.0,7.0,,,,,,,,,,,,,,,,,,1.0,,1050,23500,,,,,,,,,,0,
2024,969,Morocco,Central Midfield,right,172.0,BS Group - BS Law,FR1,5000000.0,4087398.962783215,19.0,3.0,39.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,16.0,,969,22000,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0,0.1282051282051282
2021,244,France,Defensive Midfield,right,185.0,Sport Profile,FR1,,210294.25045876298,18.0,3.0,,,,,,,,,,,,,,,,,,,,,244,67394,,,,,,,,,,0,
2024,618,Morocco,Central Midfield,right,165.0,PANTHERA,FR1,,5109248.703479019,22.0,2.0,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,,618,41965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,0.6666666666666666
2024,3709,Spain,Defensive Midfield,left,181.0,MagicPlayers,ES1,,4087398.962783215,23.0,1.0,36.0,0.0,0.0,1.0,1.0,3.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,18.0,1.0,3709,16800,0.0,0.0,0.0,0.0,0.0,2.0,3.0,,,0,0.19444444444444445
2021,331,Spain,Centre-Back,right,187.0,,ES1,,360504.4293578794,21.0,2.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,1.0,,331,23576,,,,,,,,,,0,
